CustomerID,Gender,Age,Subscription_Type,Tenure_Months,Monthly_Spend,Support_Tickets,Payment_Method,Auto_Renew,Total_Spend,Churn
CUST00723,Female,28,Basic,17,23.2,2,Bank Transfer,Yes,394.4,0
CUST00724,Male,24,Enterprise,10,38.71,3,Card,Yes,387.1,0
CUST00725,Male,48,Basic,34,15.16,0,Bank Transfer,No,515.44,0
CUST00726,Male,61,Premium,6,20.49,2,Bank Transfer,No,122.94,0
CUST00727,Male,27,Premium,8,31.55,2,Bank Transfer,Yes,252.4,0
CUST00728,Male,56,Enterprise,51,25.93,2,Wallet,Yes,1322.43,0
CUST00729,Male,30,Premium,11,26.75,1,Wallet,Yes,294.25,1
CUST00730,Female,48,Premium,57,15.35,1,Card,No,874.95,0
CUST00731,Male,24,Premium,12,24.28,0,Card,No,291.36,0
CUST00732,Male,66,Basic,9,36.32,3,Bank Transfer,No,326.88,1
CUST00733,Male,59,Premium,2,8.9,1,Card,No,17.8,1
CUST00734,Female,59,Basic,8,18.03,1,Bank Transfer,Yes,144.24,0
CUST00735,Female,53,Enterprise,58,6.84,4,Card,No,396.72,0
CUST00736,Male,37,Basic,11,30.37,2,Bank Transfer,No,334.07,0
CUST00737,Female,21,Premium,53,37.25,6,Wallet,No,1974.25,1
CUST00738,Male,24,Basic,36,23.17,1,Bank Transfer,Yes,834.12,0
CUST00739,Male,18,Premium,10,14.94,1,Wallet,No,149.4,0
CUST00740,Female,61,Basic,21,15.24,2,Wallet,Yes,320.04,1
CUST00741,Male,62,Enterprise,20,22.03,2,Card,Yes,440.6,0
CUST00742,Female,59,Premium,48,21.99,1,Card,Yes,1055.52,0
CUST00743,Female,64,Basic,8,34.12,2,Wallet,Yes,272.96,0
CUST00744,Male,30,Premium,36,18.31,3,Bank Transfer,Yes,659.16,0
CUST00745,Male,39,Premium,29,29.35,2,Bank Transfer,No,851.15,0
CUST00746,Female,38,Premium,42,21.95,0,Card,Yes,921.9,0
CUST00747,Male,39,Basic,12,17.55,1,Bank Transfer,Yes,210.6,0
CUST00748,Male,45,Basic,14,21.7,1,Bank Transfer,Yes,303.8,0
CUST00749,Male,26,Basic,48,28.37,1,Bank Transfer,No,1361.76,0
CUST00750,Female,43,Basic,54,34.15,0,Wallet,Yes,1844.1,0
CUST00751,Female,26,Enterprise,50,22.48,1,Wallet,Yes,1124.0,0
CUST00752,Male,32,Basic,21,12.96,2,Bank Transfer,Yes,272.16,1
CUST00753,Female,27,Premium,22,35.0,1,Card,Yes,770.0,0
CUST00754,Female,41,Basic,21,16.02,1,Bank Transfer,No,336.42,0
CUST00755,Female,59,Premium,44,27.61,1,Card,No,1214.84,0
CUST00756,Female,25,Premium,50,24.75,2,Wallet,No,1237.5,0
CUST00757,Female,41,Enterprise,30,23.41,0,Bank Transfer,Yes,702.3,0
CUST00758,Male,33,Basic,39,20.13,0,Bank Transfer,Yes,785.07,0
CUST00759,Male,66,Basic,20,31.2,0,Card,Yes,624.0,0
CUST00760,Male,43,Basic,24,-10.82,2,Card,Yes,-259.68,0
CUST00761,Female,44,Basic,23,36.36,1,Bank Transfer,Yes,836.28,0
CUST00762,Female,54,Basic,7,15.87,2,Bank Transfer,Yes,111.09,1
CUST00763,Male,21,Basic,9,29.08,0,Card,Yes,261.72,0
CUST00764,Female,67,Basic,1,28.55,1,Wallet,No,28.55,0
CUST00765,Male,41,Premium,26,37.75,2,Card,No,981.5,0
CUST00766,Male,36,Basic,38,26.98,3,Bank Transfer,Yes,1025.24,0
CUST00767,Male,53,Basic,38,16.71,3,Wallet,Yes,634.98,0
CUST00768,Female,56,Basic,54,8.95,2,Wallet,No,483.3,0
CUST00769,Female,27,Premium,44,21.51,0,Wallet,Yes,946.44,0
CUST00770,Male,42,Enterprise,22,5.42,1,Wallet,No,119.24,0
CUST00771,Male,35,Premium,44,18.72,3,Bank Transfer,Yes,823.68,0
CUST00772,Male,36,Premium,10,22.07,2,Wallet,No,220.7,0
CUST00773,Male,53,Basic,55,18.1,0,Card,No,995.5,1
CUST00774,Female,27,Premium,58,25.42,2,Card,Yes,1474.36,1
CUST00775,Female,50,Basic,6,22.64,4,Card,Yes,135.84,0
CUST00776,Male,67,Basic,17,21.72,3,Bank Transfer,Yes,369.24,1
CUST00777,Male,22,Premium,51,0.76,1,Wallet,No,38.76,0
CUST00778,Female,64,Enterprise,50,12.05,3,Card,Yes,602.5,0
CUST00779,Female,66,Basic,38,31.43,0,Card,Yes,1194.34,1
CUST00780,Male,52,Premium,24,33.04,3,Card,Yes,792.96,0
CUST00781,Male,61,Premium,51,6.61,1,Wallet,No,337.11,0
CUST00782,Male,51,Basic,10,16.85,1,Card,No,168.5,0
CUST00783,Female,50,Basic,56,35.72,4,Wallet,Yes,2000.32,0
CUST00784,Female,38,Basic,8,17.82,2,Wallet,Yes,142.56,0
CUST00785,Female,34,Basic,21,23.89,5,Wallet,Yes,501.69,0
CUST00786,Male,39,Basic,56,39.42,3,Bank Transfer,Yes,2207.52,0
CUST00787,Male,65,Basic,6,21.38,2,Bank Transfer,Yes,128.28,0
CUST00788,Female,54,Basic,21,19.95,0,Wallet,Yes,418.95,0
CUST00789,Female,32,Premium,57,23.43,2,Wallet,No,1335.51,0
CUST00790,Male,52,Premium,39,43.53,2,Bank Transfer,Yes,1697.67,0
CUST00791,Female,45,Enterprise,24,29.46,1,Bank Transfer,No,707.04,0
CUST00792,Female,24,Basic,33,25.19,3,Wallet,Yes,831.27,1
CUST00793,Male,49,Premium,59,19.76,1,Bank Transfer,Yes,1165.84,1
CUST00794,Female,28,Enterprise,18,30.39,0,Card,Yes,547.02,1
CUST00795,Male,27,Premium,56,31.6,3,Wallet,Yes,1769.6,0
CUST00796,Male,26,Basic,28,14.27,4,Wallet,Yes,399.56,0
CUST00797,Male,31,Premium,57,31.87,1,Bank Transfer,No,1816.59,1
CUST00798,Male,30,Basic,52,23.49,1,Card,Yes,1221.48,0
CUST00799,Male,42,Basic,32,25.25,3,Bank Transfer,Yes,808.0,0
CUST00800,Male,19,Premium,12,16.16,0,Card,No,193.92,0
CUST00801,Male,52,Premium,48,21.0,1,Card,Yes,1008.0,0
CUST00802,Female,24,Basic,42,14.7,5,Wallet,Yes,617.4,0
CUST00803,Male,38,Enterprise,27,14.22,0,Card,Yes,383.94,0
CUST00804,Male,35,Premium,10,28.77,2,Wallet,No,287.7,0
CUST00805,Female,20,Basic,46,21.45,0,Card,No,986.7,0
CUST00806,Female,59,Enterprise,57,12.0,1,Wallet,Yes,684.0,0
CUST00807,Female,56,Basic,52,46.77,4,Card,Yes,2432.04,0
CUST00808,Male,58,Enterprise,42,13.75,4,Bank Transfer,No,577.5,1
CUST00809,Female,66,Premium,32,35.92,0,Card,No,1149.44,0
CUST00810,Male,28,Basic,42,10.24,7,Bank Transfer,Yes,430.08,0
CUST00811,Male,56,Premium,26,29.57,2,Card,No,768.82,0
CUST00812,Male,41,Premium,25,22.49,2,Card,Yes,562.25,0
CUST00813,Male,63,Premium,11,18.71,1,Wallet,Yes,205.81,0
CUST00814,Female,36,Enterprise,23,26.97,3,Card,Yes,620.31,0
CUST00815,Female,21,Premium,34,25.62,0,Card,Yes,871.08,0
CUST00816,Male,43,Premium,57,16.88,1,Card,Yes,962.16,0
CUST00817,Male,55,Enterprise,52,16.42,0,Bank Transfer,No,853.84,0
CUST00818,Male,59,Premium,40,9.26,1,Wallet,Yes,370.4,1
CUST00819,Female,49,Basic,23,28.06,0,Wallet,Yes,645.38,0
CUST00820,Male,56,Enterprise,29,12.46,0,Card,Yes,361.34,0
CUST00821,Male,62,Basic,31,25.04,0,Card,No,776.24,0
CUST00822,Female,63,Premium,7,30.92,3,Bank Transfer,No,216.44,0
CUST00823,Female,53,Enterprise,40,27.08,1,Card,Yes,1083.2,0
CUST00824,Male,57,Premium,33,17.77,2,Wallet,Yes,586.41,0
CUST00825,Female,54,Premium,21,34.09,1,Wallet,Yes,715.89,0
CUST00826,Female,50,Premium,2,20.92,1,Bank Transfer,Yes,41.84,0
CUST00827,Male,53,Basic,18,11.66,1,Bank Transfer,Yes,209.88,0
CUST00828,Female,20,Enterprise,47,22.16,1,Wallet,Yes,1041.52,1
CUST00829,Male,26,Basic,33,30.87,1,Bank Transfer,No,1018.71,0
CUST00830,Female,25,Basic,37,18.26,5,Card,Yes,675.62,0
CUST00831,Male,50,Basic,34,33.78,0,Card,Yes,1148.52,0
CUST00832,Male,23,Premium,20,17.3,1,Bank Transfer,Yes,346.0,0
CUST00833,Male,58,Premium,35,18.66,1,Wallet,Yes,653.1,1
CUST00834,Female,56,Premium,51,14.54,2,Bank Transfer,Yes,741.54,0
CUST00835,Male,21,Basic,50,31.84,1,Wallet,Yes,1592.0,0
CUST00836,Female,30,Basic,54,24.47,1,Bank Transfer,No,1321.38,0
CUST00837,Male,66,Basic,18,15.2,3,Bank Transfer,Yes,273.6,0
CUST00838,Male,19,Basic,46,21.04,1,Bank Transfer,Yes,967.84,0
CUST00839,Female,22,Premium,24,-5.71,0,Card,Yes,-137.04,0
CUST00840,Male,61,Basic,8,32.78,1,Card,No,262.24,1
CUST00841,Male,44,Basic,30,23.29,1,Wallet,Yes,698.7,0
CUST00842,Female,49,Basic,44,0.94,3,Bank Transfer,No,41.36,0
CUST00843,Male,38,Basic,53,10.43,1,Card,Yes,552.79,0
CUST00844,Male,25,Basic,10,20.78,2,Bank Transfer,Yes,207.8,1
CUST00845,Male,55,Basic,23,11.86,2,Wallet,No,272.78,0
CUST00846,Male,25,Premium,52,32.93,0,Card,Yes,1712.36,0
CUST00847,Female,67,Premium,49,29.19,2,Wallet,Yes,1430.31,0
CUST00848,Female,20,Premium,11,28.6,0,Card,Yes,314.6,0
CUST00849,Male,61,Enterprise,2,-1.04,0,Bank Transfer,No,-2.08,0
CUST00850,Female,20,Basic,58,19.75,1,Wallet,Yes,1145.5,0
CUST00851,Male,39,Premium,26,18.02,2,Card,Yes,468.52,1
CUST00852,Female,23,Enterprise,36,15.46,3,Card,Yes,556.56,0
CUST00853,Male,19,Basic,33,20.85,2,Bank Transfer,Yes,688.05,0
CUST00854,Male,40,Enterprise,47,13.74,1,Wallet,Yes,645.78,0
CUST00855,Male,61,Basic,13,27.15,1,Wallet,Yes,352.95,0
CUST00856,Male,19,Basic,40,32.67,2,Wallet,Yes,1306.8,0
CUST00857,Male,55,Basic,25,31.8,0,Bank Transfer,Yes,795.0,0
CUST00858,Male,34,Premium,4,23.62,2,Card,Yes,94.48,0
CUST00859,Female,52,Premium,42,44.99,3,Card,Yes,1889.58,0
CUST00860,Male,51,Premium,19,36.4,2,Wallet,Yes,691.6,0
CUST00861,Female,40,Basic,18,23.98,2,Card,No,431.64,1
CUST00862,Male,47,Basic,37,20.18,0,Wallet,No,746.66,0
CUST00863,Female,69,Basic,30,38.38,0,Bank Transfer,Yes,1151.4,0
CUST00864,Female,25,Basic,19,35.08,2,Bank Transfer,No,666.52,0
CUST00865,Female,39,Enterprise,58,10.9,0,Bank Transfer,No,632.2,0
CUST00866,Male,61,Basic,23,35.86,5,Wallet,Yes,824.78,1
CUST00867,Male,53,Premium,59,23.46,0,Card,Yes,1384.14,0
CUST00868,Female,22,Premium,54,16.39,0,Bank Transfer,Yes,885.06,0
CUST00869,Male,30,Basic,16,5.21,2,Wallet,No,83.36,1
CUST00870,Female,46,Premium,1,22.31,2,Wallet,Yes,22.31,0
CUST00871,Male,48,Basic,12,24.88,0,Bank Transfer,Yes,298.56,0
CUST00872,Female,64,Basic,24,40.87,1,Bank Transfer,Yes,980.88,1
CUST00873,Female,33,Basic,34,34.57,2,Bank Transfer,No,1175.38,0
CUST00874,Male,59,Premium,53,19.17,2,Card,Yes,1016.01,1
CUST00875,Female,47,Basic,57,28.89,2,Card,No,1646.73,0
CUST00876,Male,33,Premium,8,33.26,1,Wallet,No,266.08,0
CUST00877,Female,29,Premium,18,25.86,4,Bank Transfer,Yes,465.48,0
CUST00878,Female,34,Basic,57,19.13,4,Bank Transfer,Yes,1090.41,0
CUST00879,Male,33,Premium,48,19.68,0,Card,Yes,944.64,0
CUST00880,Male,29,Premium,5,28.85,1,Bank Transfer,No,144.25,0
CUST00881,Male,25,Basic,26,29.13,0,Wallet,No,757.38,0
CUST00882,Female,37,Basic,30,22.07,1,Bank Transfer,No,662.1,0
CUST00883,Male,20,Premium,54,-1.19,2,Card,Yes,-64.26,0
CUST00884,Female,33,Basic,13,12.09,3,Wallet,Yes,157.17,0
CUST00885,Female,47,Premium,19,31.2,0,Wallet,Yes,592.8,1
CUST00886,Male,62,Basic,29,3.69,1,Bank Transfer,Yes,107.01,1
CUST00887,Male,40,Basic,3,36.84,4,Wallet,No,110.52,1
CUST00888,Female,45,Basic,26,35.36,2,Bank Transfer,Yes,919.36,0
CUST00889,Female,68,Basic,40,25.41,2,Bank Transfer,Yes,1016.4,0
CUST00890,Male,57,Premium,59,30.98,4,Card,Yes,1827.82,1
CUST00891,Male,22,Basic,58,30.29,1,Wallet,Yes,1756.82,0
CUST00892,Male,37,Premium,58,23.83,2,Bank Transfer,Yes,1382.14,0
CUST00893,Male,57,Enterprise,12,11.26,2,Bank Transfer,Yes,135.12,0
CUST00894,Male,61,Premium,2,34.67,3,Bank Transfer,No,69.34,0
CUST00895,Female,18,Premium,11,39.07,0,Wallet,Yes,429.77,0
CUST00896,Female,47,Basic,44,12.91,1,Wallet,Yes,568.04,0
CUST00897,Female,38,Basic,28,10.89,1,Wallet,Yes,304.92,0
CUST00898,Female,37,Premium,18,23.63,2,Bank Transfer,No,425.34,1
CUST00899,Male,23,Basic,13,18.74,0,Wallet,Yes,243.62,0
CUST00900,Male,39,Premium,37,26.45,2,Bank Transfer,No,978.65,0
CUST00901,Male,35,Basic,22,37.08,2,Wallet,Yes,815.76,1
CUST00902,Female,25,Premium,12,2.54,1,Wallet,Yes,30.48,0
CUST00903,Female,56,Enterprise,2,40.81,2,Bank Transfer,Yes,81.62,1
CUST00904,Male,49,Enterprise,37,20.93,2,Wallet,Yes,774.41,0
CUST00905,Male,50,Premium,7,30.12,1,Bank Transfer,No,210.84,0
CUST00906,Female,33,Premium,26,31.19,2,Wallet,Yes,810.94,0
CUST00907,Female,29,Premium,26,32.35,1,Wallet,Yes,841.1,1
CUST00908,Male,55,Premium,24,25.62,2,Wallet,Yes,614.88,1
CUST00909,Male,69,Basic,12,27.96,0,Wallet,No,335.52,0
CUST00910,Female,51,Basic,16,27.89,0,Card,No,446.24,0
CUST00911,Male,31,Basic,23,18.7,0,Bank Transfer,Yes,430.1,0
CUST00912,Male,53,Enterprise,40,7.42,0,Card,Yes,296.8,1
CUST00913,Male,50,Basic,9,12.81,1,Wallet,No,115.29,0
CUST00914,Female,40,Premium,32,23.96,3,Wallet,No,766.72,0
CUST00915,Female,67,Premium,15,17.13,1,Bank Transfer,Yes,256.95,0
CUST00916,Female,62,Premium,37,17.16,2,Bank Transfer,Yes,634.92,0
CUST00917,Female,19,Premium,13,42.99,0,Bank Transfer,No,558.87,0
CUST00918,Female,58,Basic,5,33.59,1,Bank Transfer,Yes,167.95,0
CUST00919,Female,38,Premium,11,22.48,2,Wallet,Yes,247.28,0
CUST00920,Female,19,Premium,10,31.72,0,Bank Transfer,No,317.2,1
CUST00921,Male,44,Basic,52,20.8,2,Card,Yes,1081.6,0
CUST00922,Male,26,Basic,13,26.11,2,Bank Transfer,No,339.43,0
CUST00923,Male,18,Premium,41,29.42,0,Bank Transfer,Yes,1206.22,0
CUST00924,Male,28,Premium,53,20.82,1,Card,No,1103.46,0
CUST00925,Male,20,Basic,46,18.15,2,Card,Yes,834.9,0
CUST00926,Male,69,Premium,50,37.24,3,Card,No,1862.0,0
CUST00927,Male,40,Premium,15,31.14,2,Card,Yes,467.1,0
CUST00928,Female,43,Basic,42,2.45,1,Bank Transfer,Yes,102.9,0
CUST00929,Female,21,Enterprise,56,18.32,0,Card,Yes,1025.92,0
CUST00930,Male,35,Premium,7,17.19,0,Wallet,No,120.33,0
CUST00931,Male,23,Premium,40,18.79,2,Bank Transfer,Yes,751.6,1
CUST00932,Female,52,Premium,28,33.62,1,Wallet,Yes,941.36,0
CUST00933,Male,39,Basic,32,25.19,1,Bank Transfer,Yes,806.08,0
CUST00934,Male,60,Basic,35,11.1,1,Bank Transfer,Yes,388.5,0
CUST00935,Female,32,Basic,15,21.17,1,Wallet,Yes,317.55,1
CUST00936,Male,39,Basic,48,30.42,1,Card,No,1460.16,1
CUST00937,Female,54,Basic,36,22.8,0,Card,Yes,820.8,0
CUST00938,Male,69,Enterprise,21,18.55,3,Wallet,Yes,389.55,0
CUST00939,Female,59,Premium,6,28.31,2,Card,No,169.86,0
CUST00940,Female,29,Premium,1,41.18,2,Bank Transfer,Yes,41.18,0
CUST00941,Female,64,Enterprise,4,29.61,1,Bank Transfer,Yes,118.44,1
CUST00942,Male,66,Premium,11,38.01,0,Bank Transfer,Yes,418.11,0
CUST00943,Female,59,Basic,44,19.22,2,Card,Yes,845.68,0
CUST00944,Male,55,Basic,26,24.92,2,Card,Yes,647.92,0
CUST00945,Male,35,Premium,37,24.71,2,Wallet,Yes,914.27,0
CUST00946,Male,62,Premium,23,26.19,3,Bank Transfer,No,602.37,0
CUST00947,Male,52,Basic,29,29.41,3,Wallet,Yes,852.89,0
CUST00948,Female,47,Premium,21,15.81,1,Card,Yes,332.01,0
CUST00949,Female,41,Basic,48,31.47,0,Wallet,No,1510.56,0
CUST00950,Male,59,Premium,45,8.72,0,Card,Yes,392.4,0
CUST00951,Male,47,Premium,45,11.64,4,Bank Transfer,No,523.8,1
CUST00952,Female,31,Premium,49,46.36,2,Bank Transfer,Yes,2271.64,0
CUST00953,Male,23,Enterprise,27,19.9,2,Card,Yes,537.3,1
CUST00954,Female,20,Premium,39,32.3,2,Card,Yes,1259.7,0
CUST00955,Male,33,Enterprise,40,41.98,1,Card,Yes,1679.2,1
CUST00956,Male,24,Enterprise,13,1.86,0,Bank Transfer,Yes,24.18,1
CUST00957,Female,69,Premium,23,36.26,4,Card,Yes,833.98,0
CUST00958,Male,31,Premium,59,31.49,3,Bank Transfer,Yes,1857.91,0
CUST00959,Female,26,Basic,16,41.4,4,Wallet,Yes,662.4,0
CUST00960,Male,32,Basic,30,13.18,2,Bank Transfer,Yes,395.4,0
CUST00961,Male,38,Premium,4,39.51,2,Wallet,Yes,158.04,1
CUST00962,Male,52,Basic,40,17.61,1,Bank Transfer,Yes,704.4,0
CUST00963,Female,19,Basic,16,35.55,2,Bank Transfer,Yes,568.8,0
CUST00964,Male,44,Enterprise,31,24.64,1,Card,Yes,763.84,0
CUST00965,Male,19,Enterprise,53,32.71,4,Bank Transfer,Yes,1733.63,0
CUST00966,Male,52,Premium,42,25.49,2,Card,Yes,1070.58,0
CUST00967,Male,35,Basic,25,6.61,4,Card,Yes,165.25,0
CUST00968,Female,31,Basic,44,-6.21,1,Card,Yes,-273.24,0
CUST00969,Female,37,Basic,12,27.1,1,Bank Transfer,No,325.2,0
CUST00970,Male,35,Basic,26,22.36,0,Card,Yes,581.36,1
CUST00971,Female,27,Basic,37,28.98,0,Wallet,Yes,1072.26,1
CUST00972,Male,42,Basic,48,22.48,0,Wallet,No,1079.04,0
CUST00973,Male,19,Enterprise,33,45.18,3,Bank Transfer,No,1490.94,1
CUST00974,Male,42,Premium,28,27.31,2,Card,No,764.68,1
CUST00975,Female,50,Basic,9,20.53,2,Wallet,Yes,184.77,0
CUST00976,Female,53,Basic,12,28.37,2,Bank Transfer,Yes,340.44,0
CUST00977,Female,48,Premium,5,20.71,0,Bank Transfer,No,103.55,0
CUST00978,Female,31,Basic,54,25.93,0,Bank Transfer,No,1400.22,0
CUST00979,Female,18,Enterprise,52,12.83,1,Bank Transfer,Yes,667.16,0
CUST00980,Female,63,Basic,54,24.91,1,Bank Transfer,Yes,1345.14,0
CUST00981,Female,33,Basic,28,20.22,2,Card,No,566.16,1
CUST00982,Female,63,Basic,56,13.77,1,Card,Yes,771.12,0
CUST00983,Female,69,Basic,35,44.76,1,Card,Yes,1566.6,0
CUST00984,Male,20,Premium,5,14.16,0,Card,Yes,70.8,0
CUST00985,Female,52,Premium,34,25.07,3,Bank Transfer,Yes,852.38,0
CUST00986,Female,58,Premium,46,16.97,2,Bank Transfer,Yes,780.62,0
CUST00987,Female,23,Basic,34,27.97,3,Wallet,Yes,950.98,0
CUST00988,Female,42,Premium,13,12.26,2,Wallet,No,159.38,0
CUST00989,Female,30,Premium,39,33.4,1,Card,Yes,1302.6,0
CUST00990,Female,51,Enterprise,42,45.36,1,Bank Transfer,Yes,1905.12,0
CUST00991,Female,25,Basic,45,16.6,3,Wallet,No,747.0,1
CUST00992,Female,38,Basic,48,37.17,3,Wallet,Yes,1784.16,0
CUST00993,Female,51,Premium,58,21.18,0,Wallet,Yes,1228.44,0
CUST00994,Female,21,Premium,14,40.06,2,Wallet,Yes,560.84,1
CUST00995,Female,42,Basic,11,46.88,2,Card,Yes,515.68,1
CUST00996,Male,32,Basic,42,22.66,0,Bank Transfer,Yes,951.72,0
CUST00997,Male,21,Basic,38,9.8,2,Card,Yes,372.4,0
CUST00998,Female,62,Enterprise,4,34.48,3,Wallet,No,137.92,1
CUST00999,Female,29,Basic,53,27.24,1,Wallet,No,1443.72,0
CUST01000,Male,49,Enterprise,33,30.02,2,Bank Transfer,Yes,990.66,0
CUST01001,Female,49,Premium,7,21.6,3,Bank Transfer,Yes,151.2,0
CUST01002,Male,45,Enterprise,56,16.16,2,Card,Yes,904.96,1
CUST01003,Male,30,Premium,41,36.6,1,Bank Transfer,Yes,1500.6,0
CUST01004,Male,48,Basic,8,28.2,1,Card,Yes,225.6,0
CUST01005,Male,31,Enterprise,37,10.56,2,Card,No,390.72,0
CUST01006,Male,37,Basic,51,31.87,3,Wallet,Yes,1625.37,1
CUST01007,Female,35,Enterprise,10,29.86,1,Card,Yes,298.6,0
CUST01008,Male,46,Premium,43,21.75,2,Wallet,Yes,935.25,0
CUST01009,Female,23,Basic,57,41.2,2,Card,Yes,2348.4,0
CUST01010,Female,49,Premium,15,18.82,2,Card,No,282.3,1
CUST01011,Male,46,Enterprise,38,23.31,3,Bank Transfer,No,885.78,0
CUST01012,Male,60,Basic,15,32.69,2,Bank Transfer,Yes,490.35,1
CUST01013,Female,19,Premium,5,25.77,2,Wallet,Yes,128.85,1
CUST01014,Male,40,Premium,29,11.16,1,Bank Transfer,No,323.64,0
CUST01015,Male,36,Premium,19,26.84,0,Card,No,509.96,0
CUST01016,Female,48,Basic,54,20.86,0,Wallet,No,1126.44,0
CUST01017,Female,68,Basic,51,33.57,1,Wallet,Yes,1712.07,0
CUST01018,Male,22,Basic,10,26.51,5,Wallet,Yes,265.1,0
CUST01019,Female,36,Premium,12,25.95,3,Card,Yes,311.4,1
CUST01020,Male,51,Basic,54,14.52,4,Bank Transfer,Yes,784.08,0
CUST01021,Male,27,Enterprise,4,22.7,1,Wallet,No,90.8,0
CUST01022,Male,42,Basic,31,34.7,1,Card,Yes,1075.7,0
CUST01023,Female,19,Premium,18,17.23,2,Bank Transfer,Yes,310.14,1
CUST01024,Female,28,Basic,16,24.67,0,Bank Transfer,Yes,394.72,0
CUST01025,Female,67,Basic,40,15.64,1,Wallet,No,625.6,1
CUST01026,Female,48,Basic,36,13.16,1,Card,Yes,473.76,0
CUST01027,Female,32,Basic,25,24.15,1,Bank Transfer,Yes,603.75,1
CUST01028,Male,26,Premium,23,26.74,1,Card,Yes,615.02,1
CUST01029,Male,40,Enterprise,12,44.94,2,Bank Transfer,Yes,539.28,0
CUST01030,Male,36,Premium,34,20.45,3,Wallet,Yes,695.3,0
CUST01031,Male,26,Enterprise,36,24.5,0,Wallet,Yes,882.0,0
CUST01032,Female,52,Enterprise,37,12.5,1,Bank Transfer,No,462.5,0
CUST01033,Male,38,Premium,3,31.12,2,Card,Yes,93.36,1
CUST01034,Female,26,Premium,9,28.98,1,Bank Transfer,Yes,260.82,0
CUST01035,Male,45,Premium,53,39.88,2,Card,No,2113.64,0
CUST01036,Female,63,Basic,18,36.12,1,Bank Transfer,No,650.16,1
CUST01037,Female,68,Premium,43,28.51,3,Wallet,Yes,1225.93,0
CUST01038,Male,24,Basic,35,20.3,3,Card,Yes,710.5,1
CUST01039,Male,33,Premium,57,27.05,2,Wallet,Yes,1541.85,0
CUST01040,Male,33,Premium,55,23.89,0,Card,Yes,1313.95,1
CUST01041,Male,50,Basic,34,34.53,1,Bank Transfer,No,1174.02,1
CUST01042,Female,21,Basic,41,33.26,3,Wallet,No,1363.66,1
CUST01043,Male,21,Enterprise,14,22.04,1,Wallet,Yes,308.56,0
CUST01044,Male,56,Premium,4,10.38,1,Card,Yes,41.52,0
CUST01045,Female,57,Basic,29,38.33,1,Card,Yes,1111.57,0
CUST01046,Male,34,Premium,41,30.82,2,Card,Yes,1263.62,1
CUST01047,Male,54,Premium,45,21.81,2,Wallet,Yes,981.45,1
CUST01048,Male,56,Premium,50,30.43,3,Bank Transfer,Yes,1521.5,1
CUST01049,Male,69,Enterprise,15,25.75,1,Card,Yes,386.25,0
CUST01050,Male,46,Premium,28,38.19,2,Bank Transfer,Yes,1069.32,0
CUST01051,Female,69,Basic,42,5.7,1,Card,Yes,239.4,0
CUST01052,Male,53,Premium,16,21.03,2,Bank Transfer,Yes,336.48,0
CUST01053,Male,55,Enterprise,12,40.99,2,Card,Yes,491.88,0
CUST01054,Male,56,Basic,52,30.63,2,Bank Transfer,No,1592.76,1
CUST01055,Male,67,Basic,5,42.73,0,Wallet,Yes,213.65,0
CUST01056,Male,54,Basic,34,12.78,1,Card,Yes,434.52,0
CUST01057,Female,69,Premium,42,35.72,0,Card,Yes,1500.24,0
CUST01058,Male,52,Premium,1,35.12,1,Wallet,Yes,35.12,0
CUST01059,Female,24,Premium,39,8.18,3,Card,Yes,319.02,0
CUST01060,Female,44,Enterprise,32,22.04,2,Card,Yes,705.28,0
CUST01061,Male,45,Premium,26,23.93,1,Wallet,Yes,622.18,1
CUST01062,Male,39,Basic,17,8.8,2,Wallet,Yes,149.6,0
CUST01063,Male,31,Basic,48,22.25,2,Bank Transfer,Yes,1068.0,0
CUST01064,Male,24,Basic,59,33.73,2,Wallet,Yes,1990.07,1
CUST01065,Female,54,Basic,27,21.09,0,Wallet,No,569.43,0
CUST01066,Male,39,Premium,24,27.42,1,Card,Yes,658.08,0
CUST01067,Male,22,Enterprise,35,27.49,1,Wallet,Yes,962.15,0
CUST01068,Male,19,Basic,46,24.88,1,Card,Yes,1144.48,1
CUST01069,Male,44,Premium,42,17.95,1,Wallet,Yes,753.9,0
CUST01070,Male,38,Premium,54,31.59,0,Wallet,Yes,1705.86,0
CUST01071,Male,55,Basic,39,9.13,0,Bank Transfer,Yes,356.07,0
CUST01072,Female,32,Basic,26,25.09,1,Wallet,No,652.34,0
CUST01073,Female,38,Basic,49,38.85,1,Wallet,Yes,1903.65,1
CUST01074,Male,27,Basic,38,20.53,0,Card,Yes,780.14,0
CUST01075,Male,40,Enterprise,23,17.73,3,Card,Yes,407.79,0
CUST01076,Male,56,Basic,22,32.26,2,Bank Transfer,Yes,709.72,0
CUST01077,Female,22,Basic,4,26.63,2,Wallet,Yes,106.52,0
CUST01078,Male,18,Premium,49,32.45,1,Card,No,1590.05,0
CUST01079,Female,30,Enterprise,59,25.38,0,Wallet,Yes,1497.42,0
CUST01080,Male,38,Basic,9,1.12,2,Bank Transfer,No,10.08,0
CUST01081,Male,43,Basic,4,36.8,0,Card,Yes,147.2,0
CUST01082,Male,67,Basic,7,45.7,1,Card,No,319.9,1
CUST01083,Male,62,Basic,23,37.84,1,Bank Transfer,No,870.32,1
CUST01084,Female,38,Basic,2,-10.39,2,Wallet,No,-20.78,0
